STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,ES411,Ávila,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2018,,16.6,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2010,,7.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2011,,7.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2012,,7,,GBR,United Kingdom,B,Time series break,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2013,,6.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2014,,5.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2015,,5.8,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2016,,3.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2017,,3.5,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2018,,3.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,3.7,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,4.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKL13,Conwy and Denbighshire,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,3.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2011,,8.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2012,,6.3,,GBR,United Kingdom,B,Time series break,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2013,,4.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2014,,4.9,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2015,,4.3,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2016,,4.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2017,,4.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2018,,3.1,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,3.2,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,5.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,3.6,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,UKG24,Staffordshire CC,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2022,,2.4,,GBR,United Kingdom,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2010,,3.5,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2011,,5,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2012,,4.9,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2013,,4.2,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2014,,4.9,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2015,,5.5,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2016,,4.8,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2017,,4.1,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2018,,4.9,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,5,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,5,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,CH032,Basel-Landschaft,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,4.2,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2010,,7.1,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2011,,5.3,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2012,,7.1,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2013,,6.6,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2014,,6,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2015,,6,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2016,,5.2,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2017,,4.8,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2018,,4.1,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2019,,4.2,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2020,,4.3,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,IL030,Haifa District,_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2021,,5.2,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2011,,12.8,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2018,,9.1,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2012,,16.1,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2013,,13.4,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2014,,13.2,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2015,,11.8,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2016,,9.4,,LVA,Latvia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LABOUR@DF_LAB(2.0),Labour statistics - Regions (for 'Developer API'),I,A,Annual,TL3,TL3,LV008,Vidzeme (TL2021),_Z,Not applicable,UNE_RATE,Unemployment rate,Y15T64,From 15 to 64 years,_T,Total,PT_LF_SUB,Percentage of labour force in the same subgroup,2017,,9.8,,LVA,Latvia,A,Normal value,0,Units,1,One
