STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ITF11,L'Aquila,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2014,,3.83,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ITF11,L'Aquila,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2015,,3.76,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ITF11,L'Aquila,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2016,,3.83,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ITF11,L'Aquila,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2017,,3.83,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2011,,0.21,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2018,,0.19,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2012,,0.2,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2013,,0.2,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2014,,0.19,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2015,,0.19,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2016,,0.2,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2017,,0.19,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2019,,0.19,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2020,,0.24,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2021,,0.17,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,ME14R8,"Jalisco, R8",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2022,,1.08,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2016,,2.73,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2017,,2.85,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2018,,2.81,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2019,,2.97,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2020,,2.77,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2021,,2.77,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2022,,2.82,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2010,,3.58,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2011,,3.52,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2012,,3.31,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2013,,3.18,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,CH022,Fribourg,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2014,,2.88,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2011,,3.24,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2018,,0.82,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2012,,3.23,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2013,,3.01,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2014,,3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2015,,0.83,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2016,,0.83,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2017,,0.82,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2019,,0.81,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2020,,0.81,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE256,"Ansbach, Landkreis",_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2021,,0.61,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2015,,2.46,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2010,,2.62,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2016,,2.45,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2017,,2.45,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2018,,2.46,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2019,,2.47,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2020,,2.48,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2021,,2.48,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2011,,2.64,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2012,,2.54,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DE91B,Wolfenbüttel,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2013,,2.49,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2010,,2.49,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2011,,2.34,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2012,,2.35,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2013,,2.36,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2014,,2.37,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2015,,2.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2016,,2.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2017,,2.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2018,,2.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2019,,2.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,DEB3D,Donnersbergkreis,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2020,,2.69,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_CARE(2.0),Health care - Regions,I,A,Annual,TL3,TL3,JPC20,Nagano,_Z,Not applicable,HB,Hospital beds,_Z,Not applicable,_Z,Not applicable,10P3HB,Per 1 000 inhabitants,2012,,11.42,,JPN,Japan,A,Normal value,0,Units,1,One
